addr	state	modules	config_names	config_kinds	verified_name	verified_kind	verdict	proposed	note
0x0209f498	CONFIG-PLACEHOLDER	arm9	data_0209f498	bss	INPUT_ARR	data	placeholder		
0x0209f49c	CONFIG-PLACEHOLDER	arm9	data_0209f49c	bss	INPUT_PERSISTENT	data	placeholder		
0x0209f49e	CONFIG-PLACEHOLDER	arm9	data_0209f49e	bss	INPUT_1_FRAME	data	placeholder		
0x0209f4f8	CONFIG-PLACEHOLDER	arm9	data_0209f4f8	bss	ACTOR_DEATH_TABLE_ARR	data	placeholder		
0x0209f5bc	CONFIG-PLACEHOLDER	arm9	data_0209f5bc	bss	SCENE_FADER	data	placeholder		
0x0209f5c0	CONFIG-PLACEHOLDER	arm9	data_0209f5c0	bss	ROOT_ACTOR_BASE	data	placeholder		
0x0209f5e8	CONFIG-PLACEHOLDER	arm9	data_0209f5e8	bss	DEFAULT_SCENE_FADER	data	placeholder		
0x0209fc48	CONFIG-PLACEHOLDER	arm9	data_0209fc48	bss	RUNNING_KUPPA_SCRIPT	data	placeholder		
0x0209fc4c	CONFIG-PLACEHOLDER	arm9	data_0209fc4c	bss	SAVED_KUPPA_SCRIPT	data	placeholder		
0x0209fc50	CONFIG-PLACEHOLDER	arm9	data_0209fc50	bss	NUM_PLAYERS_2	data	placeholder		
0x0209fc5c	CONFIG-PLACEHOLDER	arm9	data_0209fc5c	bss	IS_PLAYER_ACTIVE	data	placeholder		
0x0209fc68	CONFIG-PLACEHOLDER	arm9	data_0209fc68	bss	DP_STATE	data	placeholder		
0x0209fc9c	CONFIG-PLACEHOLDER	arm9	data_0209fc9c	bss	CONNECTION_ERROR	data	placeholder		
0x0209fd14	CONFIG-PLACEHOLDER	arm9	data_0209fd14	bss	VS_MSG_FILE_PTR	data	placeholder		
0x020a0c80	CONFIG-PLACEHOLDER	arm9	data_020a0c80	bss	ACTIVE_MESH_COLLIDERS	data	placeholder		
0x020a0d84	CONFIG-PLACEHOLDER	arm9	data_020a0d84	bss	PATH_ARR_PTR	data	placeholder		
0x020a0d88	CONFIG-PLACEHOLDER	arm9	data_020a0d88	bss	PATH_NODE_ARR_PTR	data	placeholder		
0x020a0d8c	CONFIG-PLACEHOLDER	arm9	data_020a0d8c	bss	NUM_PATHS	data	placeholder		
0x020a0d90	CONFIG-PLACEHOLDER	arm9	data_020a0d90	bss	build_time_file	data	placeholder		
0x020a0db0	CONFIG-PLACEHOLDER	arm9	data_020a0db0	bss	FRAME_TIMER	data	placeholder		
0x020a0de8	CONFIG-PLACEHOLDER	arm9	data_020a0de8	bss	TOUCH_INPUT_ARR	data	placeholder		
0x020a0e58	CONFIG-PLACEHOLDER	arm9	data_020a0e58	bss	BUTTON_INPUT_ARR	data	placeholder		
0x020a0e68	CONFIG-PLACEHOLDER	arm9	data_020a0e68	bss	MATRIX_SCRATCH_PAPER	data	placeholder		
0x020a0e98	CONFIG-PLACEHOLDER	arm9	data_020a0e98	bss	_ZN6Memory11heapDamagedE	data	placeholder		
0x020a0e9c	CONFIG-PLACEHOLDER	arm9	data_020a0e9c	bss	_ZN6Memory11rootHeapPtrE	data	placeholder		
0x020a0ea0	KIND-MISMATCH	arm9,arm9	data_020a0ea0;_ZN6Memory14defaultHeapPtrE	bss	_ZN6Memory14defaultHeapPtrE	data	kind		config kind bss
0x020a0ea4	DIVERGED	arm9,arm9	data_020a0ea4;ROOT_HEAP_ARENA_ID	bss	_ZN6Memory15rootParamOffsetE	data	plain		
0x020a0ea8	CONFIG-PLACEHOLDER	arm9	data_020a0ea8	bss	_ZN6Memory10tmpHeapPtrE	data	placeholder		
0x020a0eac	DIVERGED	arm9,arm9	data_020a0eac;GAME_HEAP_PTR	bss	_ZN6Memory11gameHeapPtrE	data	plain		
0x020a0ebc	CONFIG-PLACEHOLDER	arm9	data_020a0ebc	bss	_ZN7Vector38IDENTITYE	data	placeholder		
0x020a1040	CONFIG-PLACEHOLDER	arm9	data_020a1040	bss	FRAME_COUNTER	data	placeholder		
0x020a1158	NO-SLOT	-	-	-	INPUT_RELATED_ARR	data	no-slot		
0x020a4b48	CONFIG-PLACEHOLDER	arm9	data_020a4b48	bss	ACTOR_UNKNOWN12_ID	data	placeholder		
0x020a4b4c	CONFIG-PLACEHOLDER	arm9	data_020a4b4c	bss	BASE_CREATION_STATE	data	placeholder		
0x020a4b50	CONFIG-PLACEHOLDER	arm9	data_020a4b50	bss	CURRENT_OBJECT_SPAWN_ID	data	placeholder		
0x020a4b54	CONFIG-PLACEHOLDER	arm9	data_020a4b54	bss	ACTOR_ACTOR_ID	data	placeholder		
0x020a4b60	CONFIG-PLACEHOLDER	arm9	data_020a4b60	bss	ACTOR_PARAM1	data	placeholder		
0x020a4b68	CONFIG-PLACEHOLDER	arm9	data_020a4b68	bss	CURRENT_OBJECT_LIST_NODE	data	placeholder		
0x020a4b78	CONFIG-PLACEHOLDER	arm9	data_020a4b78	bss	FIRST_BEHAVIOR_LIST_NODE	data	placeholder		
0x020a4b98	CONFIG-PLACEHOLDER	arm9	data_020a4b98	bss	FIRST_RENDER_LIST_NODE	data	placeholder		
0x020a4bb8	CONFIG-PLACEHOLDER	arm9	data_020a4bb8	bss	ACTOR_UNKNOWN_TABLE_PTR	data	placeholder		
0x020a4bc8	CONFIG-PLACEHOLDER	arm9	data_020a4bc8	bss	VRAM_Tex4x4_TexelData_Start	data	placeholder		
0x020a4bcc	CONFIG-PLACEHOLDER	arm9	data_020a4bcc	bss	VRAM_Pal_Start	data	placeholder		
0x020a4bd8	CONFIG-PLACEHOLDER	arm9	data_020a4bd8	bss	VRAM_Pal_End	data	placeholder		
0x020a4bdc	CONFIG-PLACEHOLDER	arm9	data_020a4bdc	bss	VRAM_Tex_End	data	placeholder		
0x020a4be0	CONFIG-PLACEHOLDER	arm9	data_020a4be0	bss	VRAM_Tex4x4_IndexData_Start	data	placeholder		
0x020a4be4	CONFIG-PLACEHOLDER	arm9	data_020a4be4	bss	VRAM_Tex_Size	data	placeholder		
0x020a4be8	CONFIG-PLACEHOLDER	arm9	data_020a4be8	bss	VRAM_Tex4x4_MaxSize	data	placeholder		
0x020a4d30	KIND-MISMATCH	arm9,arm9	data_020a4d30;PARTICLE_RNG_STATE	bss	PARTICLE_RNG_STATE	data	kind		config kind bss
0x020a4d34	CONFIG-PLACEHOLDER	arm9	data_020a4d34	bss	_ZN6Memory25isRootHeapIterInitializedE	data	placeholder		
0x020a4d38	CONFIG-PLACEHOLDER	arm9	data_020a4d38	bss	_ZN6Memory16rootHeapIteratorE	data	placeholder		
0x020a4d6c	CONFIG-PLACEHOLDER	arm9	data_020a4d6c	bss	_ZN5Sound7PLAYERSE	data	placeholder		
0x020a5bb8	CONFIG-PLACEHOLDER	arm9	data_020a5bb8	bss	_ZN5Sound8SDAT_RAM3PTRE	data	placeholder		
0x020a60c4	CONFIG-PLACEHOLDER	arm9	data_020a60c4	bss	_ZN3IRQ15DmaTimFunctionsE	data	placeholder		
0x020abac8	CONFIG-PLACEHOLDER	ov000,ov001	data_ov000_020abac8;data_ov001_020abac8	data	_ZN3OAM11SILVER_STARE	data	placeholder		
0x020aea30	CONFIG-PLACEHOLDER	ov002,ov004	func_ov002_020aea30;func_ov004_020aea30	function	_ZN5Enemy12KillByAttackER5Actor	function	placeholder		
0x020e2e88	NO-SLOT	-	-	-	FALL_DAMAGE_BIG	data	no-slot		
0x020e2e9c	NO-SLOT	-	-	-	FALL_DAMAGE_SMALL	data	no-slot		
0x020e6c0c	DIVERGED	ov002	Player_Spawn	function	_ZN6PlayerC3Ev	function	plain		
0x020fb8bc	DIVERGED	ov002	Minimap_Spawn	function	_ZN7MinimapC1Ev	function	plain		
0x020fe154	DIVERGED	ov002	HUD_Spawn	function	_ZN3HUDC1Ev	function	plain		
0x020ff060	CONFIG-PLACEHOLDER	ov002	data_ov002_020ff060	data	COIN_POLY4_MODEL_PTRS	data	placeholder		
0x020ff06c	CONFIG-PLACEHOLDER	ov002	data_ov002_020ff06c	data	COIN_POLY32_MODEL_PTRS	data	placeholder		
0x020ff480	CONFIG-PLACEHOLDER	ov002	data_ov002_020ff480	data	_ZN6Player9ANIM_PTRSE	data	placeholder		
0x0210c230	CONFIG-PLACEHOLDER	ov002	data_ov002_0210c230	data	_ZN3OAM13HEALTH_METERSE	data	placeholder		
0x0210c690	CONFIG-PLACEHOLDER	ov002	data_ov002_0210c690	data	_ZN3OAM15HEALTH_METER_BGE	data	placeholder		
0x0210c6b8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210c6b8	data	_ZN3OAM8RED_COINE	data	placeholder		
0x0210c6c0	DIVERGED	ov002,ov006	data_ov002_0210c6c0;_ZN12dScMgSlot1_c6RenderEv	data;function	_ZN3OAM7SECONDSE	function	identity		
0x0210ca0c	CONFIG-PLACEHOLDER	ov002	data_ov002_0210ca0c	data	_ZN3OAM14VS_RED_NUMBERSE	data	placeholder		
0x0210caf4	CONFIG-PLACEHOLDER	ov002	data_ov002_0210caf4	data	_ZN3OAM13LC_HIGH_SCOREE	data	placeholder		
0x0210cb14	CONFIG-PLACEHOLDER	ov002	data_ov002_0210cb14	data	_ZN3OAM18LC_CONGRATULATIONSE	data	placeholder		
0x0210d210	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d210	data	_ZN3OAM15VS_GET_THE_STARE	data	placeholder		
0x0210d420	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d420	data	_ZN3OAM5VS_GOE	data	placeholder		
0x0210d9a0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9a0	bss	LUIGI_CAP_MODEL_PTR	data	placeholder		
0x0210d9a8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9a8	bss	RED_NUMBER_MODEL_PTR	data	placeholder		
0x0210d9b0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9b0	bss	POWER_FLOWER_OPEN_MODEL_PTR	data	placeholder		
0x0210d9b8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9b8	bss	COIN_YELLOW_POLY32_MODEL_PTR	data	placeholder		
0x0210d9c0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9c0	bss	WARIO_CAP_MODEL_PTR	data	placeholder		
0x0210d9c8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9c8	bss	COIN_BLUE_POLY32_MODEL_PTR	data	placeholder		
0x0210d9d0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9d0	bss	POWER_FLOWER_CLOSED_MODEL_PTR	data	placeholder		
0x0210d9d8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9d8	bss	ONE_UP_MUSHROOM_MODEL_PTR	data	placeholder		
0x0210d9e0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9e0	bss	BOB_OMB_MODEL_PTR	data	placeholder		
0x0210d9e8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9e8	bss	NUMBER_TEXSEQ_PTR	data	placeholder		
0x0210d9f0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9f0	bss	SNUFIT_BULLET_MODEL_PTR	data	placeholder		
0x0210d9f8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210d9f8	bss	COIN_RED_POLY32_MODEL_PTR	data	placeholder		
0x0210da00	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da00	bss	COIN_BLUE_POLY4_MODEL_PTR	data	placeholder		
0x0210da08	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da08	bss	SILVER_NUMBER_TEXSEQ_PTR	data	placeholder		
0x0210da10	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da10	bss	WATER_RING_MODEL_PTR	data	placeholder		
0x0210da18	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da18	bss	SHELL_MODEL_PTRS	data	placeholder		
0x0210da20	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da20	bss	SHELL_RED_MODEL_PTR	data	placeholder		
0x0210da28	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da28	bss	SILVER_NUMBER_MODEL_PTR	data	placeholder		
0x0210da30	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da30	bss	SUPER_MUSHROOM_MODEL_PTR	data	placeholder		
0x0210da38	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da38	bss	BUBBLE_MODEL_PTR	data	placeholder		
0x0210da40	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da40	bss	MARIO_CAP_MODEL_PTR	data	placeholder		
0x0210da48	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da48	bss	COIN_YELLOW_POLY4_MODEL_PTR	data	placeholder		
0x0210da50	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da50	bss	COIN_RED_POLY4_MODEL_PTR	data	placeholder		
0x0210da58	CONFIG-PLACEHOLDER	ov002	data_ov002_0210da58	bss	FEATHER_MODEL_PTR	data	placeholder		
0x0210dbc0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210dbc0	bss	ENEMY_DEATH_FUNCS	data	placeholder		
0x0210e3a0	CONFIG-PLACEHOLDER	ov002	data_ov002_0210e3a0	bss	YOSHI_CUBE_EGG_MODEL_PTR	data	placeholder		
0x0210e7d8	CONFIG-PLACEHOLDER	ov002	data_ov002_0210e7d8	bss	YOSHI_EGG_MODEL_PTR	data	placeholder		
0x0210ffec	CONFIG-PLACEHOLDER	ov002	data_ov002_0210ffec	bss	_ZN6Player13ST_LEDGE_HANGE	data	placeholder		
0x02110004	CONFIG-PLACEHOLDER	ov002	data_ov002_02110004	bss	_ZN6Player13ST_LEDGE_GRABE	data	placeholder		
0x0211001c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211001c	bss	_ZN6Player16ST_CEILING_GRATEE	data	placeholder		
0x02110034	CONFIG-PLACEHOLDER	ov002	data_ov002_02110034	bss	_ZN6Player14ST_YOSHI_POWERE	data	placeholder		
0x0211004c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211004c	bss	_ZN6Player10ST_SWALLOWE	data	placeholder		
0x02110064	CONFIG-PLACEHOLDER	ov002	data_ov002_02110064	bss	_ZN6Player17ST_IN_YOSHI_MOUTHE	data	placeholder		
0x0211007c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211007c	bss	_ZN6Player18ST_SMALL_LAUNCH_UPE	data	placeholder		
0x02110094	CONFIG-PLACEHOLDER	ov002	data_ov002_02110094	bss	_ZN6Player7ST_HURTE	data	placeholder		
0x021100ac	CONFIG-PLACEHOLDER	ov002	data_ov002_021100ac	bss	_ZN6Player13ST_HURT_WATERE	data	placeholder		
0x021100c4	CONFIG-PLACEHOLDER	ov002	data_ov002_021100c4	bss	_ZN6Player14ST_ELECTROCUTEE	data	placeholder		
0x021100dc	CONFIG-PLACEHOLDER	ov002	data_ov002_021100dc	bss	_ZN6Player12ST_BURN_FIREE	data	placeholder		
0x021100f4	CONFIG-PLACEHOLDER	ov002	data_ov002_021100f4	bss	_ZN6Player12ST_BURN_LAVAE	data	placeholder		
0x0211010c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211010c	bss	_ZN6Player11ST_DEAD_HITE	data	placeholder		
0x02110124	CONFIG-PLACEHOLDER	ov002	data_ov002_02110124	bss	_ZN6Player11ST_DEAD_PITE	data	placeholder		
0x0211013c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211013c	bss	_ZN6Player7ST_WALKE	data	placeholder		
0x02110154	KIND-MISMATCH	ov002,ov002,ov006	data_ov002_02110154;_ZN6Player7ST_WAITE;_ZN19cMgSmartball_slot_c14RestoreInitialEv	bss;function	_ZN6Player7ST_WAITE	function	kind		config kind bss
0x0211016c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211016c	bss	_ZN6Player10ST_GRABBEDE	data	placeholder		
0x02110184	CONFIG-PLACEHOLDER	ov002	data_ov002_02110184	bss	_ZN6Player14ST_TURN_AROUNDE	data	placeholder		
0x0211019c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211019c	bss	_ZN6Player7ST_JUMPE	data	placeholder		
0x021101b4	CONFIG-PLACEHOLDER	ov002	data_ov002_021101b4	bss	_ZN6Player7ST_FALLE	data	placeholder		
0x021101cc	CONFIG-PLACEHOLDER	ov002	data_ov002_021101cc	bss	_ZN6Player9ST_THROWNE	data	placeholder		
0x021101e4	CONFIG-PLACEHOLDER	ov002	data_ov002_021101e4	bss	_ZN6Player12ST_SIDE_FLIPE	data	placeholder		
0x021101fc	CONFIG-PLACEHOLDER	ov002	data_ov002_021101fc	bss	_ZN6Player21ST_SLIDE_KICK_RECOVERE	data	placeholder		
0x02110214	CONFIG-PLACEHOLDER	ov002	data_ov002_02110214	bss	_ZN6Player6ST_FLYE	data	placeholder		
0x0211022c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211022c	bss	_ZN6Player13ST_NO_CONTROLE	data	placeholder		
0x02110244	KIND-MISMATCH	ov002,ov002,ov006	data_ov002_02110244;_ZN6Player6ST_OWLE;func_ov006_02110244	bss;function	_ZN6Player6ST_OWLE	function	kind		config kind bss
0x0211025c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211025c	bss	_ZN6Player12ST_DEBUG_FLYE	data	placeholder		
0x02110274	CONFIG-PLACEHOLDER	ov002	data_ov002_02110274	bss	_ZN6Player13ST_WIND_CARRYE	data	placeholder		
0x0211028c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211028c	bss	_ZN6Player10ST_BALLOONE	data	placeholder		
0x021102a4	CONFIG-PLACEHOLDER	ov002	data_ov002_021102a4	bss	_ZN6Player11ST_TELEPORTE	data	placeholder		
0x021102bc	CONFIG-PLACEHOLDER	ov002	data_ov002_021102bc	bss	_ZN6Player15ST_TORNADO_SPINE	data	placeholder		
0x021102d4	CONFIG-PLACEHOLDER	ov002	data_ov002_021102d4	bss	_ZN6Player9ST_CANNONE	data	placeholder		
0x021102ec	CONFIG-PLACEHOLDER	ov002	data_ov002_021102ec	bss	_ZN6Player9ST_SQUISHE	data	placeholder		
0x02110304	CONFIG-PLACEHOLDER	ov002	data_ov002_02110304	bss	_ZN6Player8ST_SHELLE	data	placeholder		
0x0211031c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211031c	bss	_ZN6Player16ST_STOMACH_SLIDEE	data	placeholder		
0x02110334	CONFIG-PLACEHOLDER	ov002	data_ov002_02110334	bss	_ZN6Player13ST_BUTT_SLIDEE	data	placeholder		
0x0211034c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211034c	bss	_ZN6Player14ST_DIZZY_STARSE	data	placeholder		
0x02110364	CONFIG-PLACEHOLDER	ov002	data_ov002_02110364	bss	_ZN6Player13ST_HOLD_LIGHTE	data	placeholder		
0x0211037c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211037c	bss	_ZN6Player7ST_BONKE	data	placeholder		
0x02110394	CONFIG-PLACEHOLDER	ov002	data_ov002_02110394	bss	_ZN6Player13ST_HOLD_HEAVYE	data	placeholder		
0x021103ac	CONFIG-PLACEHOLDER	ov002	data_ov002_021103ac	bss	_ZN6Player13ST_WALL_SLIDEE	data	placeholder		
0x021103c4	CONFIG-PLACEHOLDER	ov002	data_ov002_021103c4	bss	_ZN6Player20ST_BOWSER_EARTHQUAKEE	data	placeholder		
0x021103dc	CONFIG-PLACEHOLDER	ov002	data_ov002_021103dc	bss	_ZN6Player12ST_WALL_JUMPE	data	placeholder		
0x021103f4	CONFIG-PLACEHOLDER	ov002	data_ov002_021103f4	bss	_ZN6Player13ST_SLOPE_JUMPE	data	placeholder		
0x0211040c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211040c	bss	_ZN6Player18ST_STUCK_IN_GROUNDE	data	placeholder		
0x02110424	CONFIG-PLACEHOLDER	ov002	data_ov002_02110424	bss	_ZN6Player7ST_LANDE	data	placeholder		
0x0211043c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211043c	bss	_ZN6Player10ST_ON_WALLE	data	placeholder		
0x02110454	CONFIG-PLACEHOLDER	ov002	data_ov002_02110454	bss	_ZN6Player7ST_SPINE	data	placeholder		
0x0211046c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211046c	bss	_ZN6Player7ST_TALKE	data	placeholder		
0x02110484	CONFIG-PLACEHOLDER	ov002	data_ov002_02110484	bss	_ZN6Player15ST_CRAZED_CRATEE	data	placeholder		
0x0211049c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211049c	bss	_ZN6Player17ST_WAIT_QUICKSANDE	data	placeholder		
0x021104b4	CONFIG-PLACEHOLDER	ov002	data_ov002_021104b4	bss	_ZN6Player14ST_LEVEL_ENTERE	data	placeholder		
0x021104cc	CONFIG-PLACEHOLDER	ov002	data_ov002_021104cc	bss	_ZN6Player17ST_JUMP_QUICKSANDE	data	placeholder		
0x021104e4	CONFIG-PLACEHOLDER	ov002	data_ov002_021104e4	bss	_ZN6Player9ST_CROUCHE	data	placeholder		
0x021104fc	CONFIG-PLACEHOLDER	ov002	data_ov002_021104fc	bss	_ZN6Player10ST_RESPAWNE	data	placeholder		
0x02110514	CONFIG-PLACEHOLDER	ov002	data_ov002_02110514	bss	_ZN6Player8ST_CRAWLE	data	placeholder		
0x0211052c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211052c	bss	_ZN6Player12ST_BACK_FLIPE	data	placeholder		
0x02110544	CONFIG-PLACEHOLDER	ov002	data_ov002_02110544	bss	_ZN6Player18ST_OPENING_WAKE_UPE	data	placeholder		
0x0211055c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211055c	bss	_ZN6Player12ST_LONG_JUMPE	data	placeholder		
0x02110574	CONFIG-PLACEHOLDER	ov002	data_ov002_02110574	bss	_ZN6Player13ST_PUNCH_KICKE	data	placeholder		
0x0211058c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211058c	bss	_ZN6Player13ST_ENDING_FLYE	data	placeholder		
0x021105a4	CONFIG-PLACEHOLDER	ov002	data_ov002_021105a4	bss	_ZN6Player15ST_GROUND_POUNDE	data	placeholder		
0x021105bc	CONFIG-PLACEHOLDER	ov002	data_ov002_021105bc	bss	_ZN6Player7ST_DIVEE	data	placeholder		
0x021105d4	CONFIG-PLACEHOLDER	ov002	data_ov002_021105d4	bss	_ZN6Player8ST_THROWE	data	placeholder		
0x021105ec	CONFIG-PLACEHOLDER	ov002	data_ov002_021105ec	bss	_ZN6Player19ST_GRAB_BOWSER_TAILE	data	placeholder		
0x02110604	CONFIG-PLACEHOLDER	ov002	data_ov002_02110604	bss	_ZN6Player15ST_SWING_PLAYERE	data	placeholder		
0x0211061c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211061c	bss	_ZN6Player13ST_SWEEP_KICKE	data	placeholder		
0x02110634	CONFIG-PLACEHOLDER	ov002	data_ov002_02110634	bss	_ZN6Player13ST_SLIDE_KICKE	data	placeholder		
0x0211064c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211064c	bss	_ZN6Player14ST_CAMERA_ZOOME	data	placeholder		
0x02110664	CONFIG-PLACEHOLDER	ov002	data_ov002_02110664	bss	_ZN6Player7ST_NULLE	data	placeholder		
0x0211067c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211067c	bss	_ZN6Player7ST_SWIME	data	placeholder		
0x02110694	CONFIG-PLACEHOLDER	ov002	data_ov002_02110694	bss	_ZN6Player13ST_WATER_JUMPE	data	placeholder		
0x021106ac	CONFIG-PLACEHOLDER	ov002	data_ov002_021106ac	bss	_ZN6Player21ST_METAL_WATER_GROUNDE	data	placeholder		
0x021106c4	CONFIG-PLACEHOLDER	ov002	data_ov002_021106c4	bss	_ZN6Player20ST_METAL_WATER_WATERE	data	placeholder		
0x021106dc	CONFIG-PLACEHOLDER	ov002	data_ov002_021106dc	bss	_ZN6Player8ST_CLIMBE	data	placeholder		
0x021106f4	CONFIG-PLACEHOLDER	ov002	data_ov002_021106f4	bss	_ZN6Player12ST_HEADSTANDE	data	placeholder		
0x0211070c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211070c	bss	_ZN6Player12ST_POLE_JUMPE	data	placeholder		
0x02110724	CONFIG-PLACEHOLDER	ov002	data_ov002_02110724	bss	_ZN6Player17ST_HEADSTAND_JUMPE	data	placeholder		
0x02110844	NO-SLOT	-	-	-	CHANGE_CAP_TOON_COLORS	data	no-slot		
0x0211094c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211094c	bss	POWER_STAR_MODEL_PTR	data	placeholder		
0x0211095c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211095c	bss	TRANSPARENT_STAR_MODEL_PTR	data	placeholder		
0x02110aec	CONFIG-PLACEHOLDER	ov002	data_ov002_02110aec	bss	WATERFALL_SOUNDS_DISABLED	data	placeholder		
0x02110af0	CONFIG-PLACEHOLDER	ov002	data_ov002_02110af0	bss	ENDLESS_STAIRS_FOG_AREA_ID	data	placeholder		
0x02110af8	CONFIG-PLACEHOLDER	ov002	data_ov002_02110af8	bss	ENDLESS_STAIRS_FOG_PTR	data	placeholder		
0x02111144	DIVERGED	ov002,ov006	data_ov002_02111144;_ZN24cMgSmartball_propeller_c12SaveSnapshotEv	bss;function	START_INTRO_MINIMAP_ZOOM	function	plain		
0x02111148	CONFIG-PLACEHOLDER	ov002	data_ov002_02111148	bss	CUR_MINIMAP_ID	data	placeholder		
0x0211114c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211114c	bss	INTRO_MINIMAP_ZOOMING	data	placeholder		
0x02111150	CONFIG-PLACEHOLDER	ov002	data_ov002_02111150	bss	EXIT_COURSE_VS_MODE	data	placeholder		
0x02111178	CONFIG-PLACEHOLDER	ov002	data_ov002_02111178	bss	LIFE_STAR_COUNTER_STATE	data	placeholder		
0x0211117c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211117c	bss	RENDERED_HEALTH	data	placeholder		
0x02111180	CONFIG-PLACEHOLDER	ov002	data_ov002_02111180	bss	ZOOM_CAMERA_BUTTON_ACTIVE_TIMER	data	placeholder		
0x02111184	CONFIG-PLACEHOLDER	ov002	data_ov002_02111184	bss	DISPLAY_TIMER	data	placeholder		
0x02111188	CONFIG-PLACEHOLDER	ov002	data_ov002_02111188	bss	VS_MODE_TIMER_TIMER	data	placeholder		
0x0211118c	CONFIG-PLACEHOLDER	ov002	data_ov002_0211118c	bss	NEXT_DEATH_TABLE_ID	data	placeholder		
0x02132894	DIVERGED	ov006,ov089	__sinit_ov006_02132894;data_ov089_02132894	function;data	KEY_MODEL_PTRS	function	plain		
0x02132c50	CONFIG-PLACEHOLDER	ov089	data_ov089_02132c50	bss	BOWSER_KEY_MODEL_PTR	data	placeholder		
0x02148724	CONFIG-PLACEHOLDER	ov100	data_ov100_02148724	bss	DOOR_STAR_1_MODEL_PTR	data	placeholder		
0x0214872c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214872c	bss	DOOR_STAR_3_MODEL_PTR	data	placeholder		
0x02148734	CONFIG-PLACEHOLDER	ov100	data_ov100_02148734	bss	BBH_HAUNTED_DOOR_MODEL_PTR	data	placeholder		
0x0214873c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214873c	bss	DOOR_STAR_0_MODEL_PTR	data	placeholder		
0x02148744	CONFIG-PLACEHOLDER	ov100	data_ov100_02148744	bss	DOOR_OPEN_ANIM_PTR	data	placeholder		
0x0214874c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214874c	bss	RUSTED_METAL_DOOR_MODEL_PTR	data	placeholder		
0x02148754	CONFIG-PLACEHOLDER	ov100	data_ov100_02148754	bss	HMC_STONE_DOOR_MODEL_PTR	data	placeholder		
0x0214875c	CONFIG-PLACEHOLDER	ov100	data_ov100_0214875c	bss	REGULAR_DOOR_MODEL_PTR	data	placeholder		
